MXRA8
PTAFR
ATPIF1
RAB42
TMEM200B
ZCCHC17
TXLNA
TMEM234
TSSK3
FAM229A
BSDC1
ZBTB8A
S100PBP
TMEM54
ZMYM6
ZMYM1
ZMYM4
TFAP2E
AGO1
STK40
OSCP1
ZC3H12A
MEAF6
GNL2
RSPO1
YRDC
INPP5B
UTP11L
AKIRIN1
SNORA55
ZFP69
ZNF684
NFYC
PPCS
C1orf50
CCDC23
ERMAP
ZNF691
ST3GAL3
CCDC24
DMAP1
TCTEX1D4
MUTYH
TESK2
GPBP1L1
IPP
LURAP1
EPS15
ZCCHC11
ZYG11B
SCP2
C1orf123
HSPB11
CYB5RL
DHCR24
NFIA
ATG4C
ALG6
EFCAB7
CACHD1
RAVER2
CTH
FPGT
ZZZ3
GIPC2
IFI44
GBP4
LRRC8D
RP4-665J23.1
KIAA1107
EVI5
MTF2
TMED5
FNBP1L
BCAR3
DNTTIP2
GCLM
RWDD3
PTBP2
LPPR4
SLC35A3
SASS6
TRMT13
CDC14A
EXTL2
AMY2B
STXBP3
CLCC1
TAF13
SCARNA2
CELSR2
AMIGO1
GSTM3
STRIP1
WNT2B
MOV10
LRIG2
MAGI3
RSBN1
AP4B1
IGSF3
WARS2
RP11-418J17.1
ZNF697
PHGDH
NOTCH2
SRGAP2B
POLR3GL
BCL9
BOLA1
MTMR11
VPS45
PRPF3
RPRD2
ADAMTSL4-AS1
ENSA
GOLPH3L
SETDB1
FAM63A
PRUNE
CDC42SE1
MLLT11
LYSMD1
VPS72
POGZ
TUFT1
RORC
THEM4
S100A4
CHTOP
ILF2
CREB3L4
UBE2Q1
PBXIP1
PYGO2
THBS3
CLK2
HCN3
RUSC1-AS1
RUSC1
SLC25A44
PMF1
GPATCH4
RRNAD1
PEAR1
C1orf204
RP11-48O20.4
IGSF8
VANGL2
ITLN2
PFDN2
NIT1
USP21
PPOX
ADAMTS4
FCER1G
UAP1
DDR2
RGS5
PBX1
UCK2
TADA1
RCSD1
MPZL1
DCAF6
TBX19
DPT
ATP1B1
NME7
SLC19A2
METTL18
SCYL3
KIFAP3
GORAB
FMO2
FMO4
VAMP4
DNM3
PIGC
ZBTB37
RABGAP1L
MRPS14
TNN
KIAA0040
SEC16B
RP11-568K15.1
ABL2
SOAT1
KIAA1614
IER5
RNASEL
NMNAT2
SMG7
RGL1
COLGALT2
TSEN15
TRMT1L
HMCN1
PTGS2
RGS2
ZBTB41
DENND1B
RNPEP
PCAT6
ATP2B4
SOX13
PLEKHA6
DSTYK
MFSD4
SLC45A3
NUCKS1
SLC41A1
EIF2D
MAPKAPK2
IL10
CD55
CD34
SERTAD4-AS1
SERTAD4
HHAT
RCOR3
ANGEL2
PROX1
SMYD2
GPATCH2
LYPLAL1
BROX
DISP1
TLR5
CAPN2
NVL
SRP9
TMEM63A
LIN9
PSEN2
ZNF678
MRPL55
RNF187
ABCB10
URB2
TTC13
C1orf131
GNPAT
NTPCR
PCNXL2
TARBP1
GGPS1
TBCE
SDCCAG8
HNRNPU
SMYD3
ZNF496
ZNF692
PGBD2
SH3YL1
TMEM18
TRAPPC12
COLEC11
RSAD2
MBOAT2
IAH1
ADAM17
GRHL1
PQLC3
SMC6
KCNS3
RDH14
MATN3
PUM2
C2orf43
UBXN2A
FAM228B
TP53I3
DNMT3A
DTNB
AGBL5
KHK
ABHD1
ATRAID
KRTCAP3
IFT172
FNDC4
ZNF512
CCDC121
FOSL2
WDR43
DPY30
YIPF4
RASGRP3
FEZ2
EIF2AK2
AC007390.5
DHX57
MORN2
SLC8A1
MTA3
OXER1
DYNC2LI1
PREPL
SRBD1
SOCS5
TTC7A
CALM2
MSH2
PPP1R21
GPR75-ASB3
KIAA1841
AHSA2
FAM161A
COMMD1
TMEM17
EHBP1
AC009501.4
WDPCP
LGALSL
AFTPH
CEP68
MEIS1
ETAA1
WDR92
PNO1
CNRIP1
FBXO48
APLF
ANXA4
TIA1
PCYOX1
CLEC4F
ATP6V1B1
MCEE
ALMS1
DUSP11
STAMBP
BOLA3-AS1
TTC31
LBX2-AS1
PCGF1
LOXL3
DOK1
SEMA4F
MAT2A
C2orf68
ATOH8
KDM3A
KRCC1
ZNF514
FAHD2A
KANSL3
CNNM3
ANKRD23
ANKRD39
FAHD2B
ACTR1B
COA5
LIPT1
MITD1
RNF149
IL1R2
IL1R1
IL1RL2
C2orf49
SULT1C4
NPHP1
ZC3H8
ZC3H6
SLC20A1
WASH2P
RABL2A
PTPN4
GLI2
AC018737.1
ERCC3
WDR33
POLR2D
PTPN18
ARHGEF4
AC093838.4
CCDC74A
TMEM163
THSD7B
ARHGAP15
ACVR2A
ORC4
RND3
TNFAIP6
ARL6IP6
WDSUB1
FIGN
COBLL1
TTC21B
NOSTRIN
KLHL23
TLK1
DCAF17
CYBRD1
SLC25A12
METAP1D
ITGA6
SP3
CIR1
SCRN3
ATF2
MTX2
RBM45
AC009948.5
DFNB59
UBE2E3
PDE1A
FAM171B
GULP1
SLC40A1
ANKAR
OSGEPL1
MFSD6
NAB1
NABP1
SLC39A10
COQ10B
RFTN2
MARS2
KCTD18
CLK1
PPIL3
CASP10
SUMO1
NOP58
FAM117B
CARF
ABI2
CREB1
LANCL1
SPAG16
SMARCAL1
CTDSP1
STK36
CYP27A1
WNT6
NHEJ1
ZFAND2B
ANKZF1
INHA
STK11IP
SLC16A14
NCL
COPS7B
DIS3L2
TIGD1
USP40
GPC1
ANKMY1
D2HGDH
CRBN
SETMAR
BHLHE40
LMCD1
OGG1
TTLL3
IL17RE
PRRT3
TAMM41
HDAC11
XPC
LSM3
GRIP2
CCDC174
MRPS25
ZFYVE20
CAPN7
METTL6
EAF1
PLCL2
TBC1D5
KAT2B
RARB
TOP2B
CMC1
CNOT10
CRTAP
FBXL2
EPM2AIP1
AC093415.2
VILL
PLCD1
DLEC1
ACVR2B
WDR48
EIF1B
ENTPD3-AS1
ZNF619
ZNF620
TRAK1
SEC22C
NKTR
ZNF662
SNRK
ZNF445
ZKSCAN7
ZNF197
ZNF501
KIAA1143
TMEM42
LIMD1
LZTFL1
ALS2CL
ZNF589
ATRIP
NCKIPSD
IP6K2
ARIH2OS
P4HTM
DALRD3
AMT
NICN1
FAM212A
RBM5
SEMA3B-AS1
SEMA3B
RASSF1
NPRL2
C3orf18
PARP3
ABHD14A
PPM1M
NISCH
GNL3
WNT5A
CCDC66
IL17RD
DENND6A
ABHD6
RPP14
FHIT
C3orf14
THOC7
PSMD6-AS2
SLC25A26
SUCLG2
FRMD4B
EIF4E3
ROBO1
C3orf38
DHFRL1
NSUN3
ARL6
DCBLD2
LNP1
SENP7
CEP97
LINC00883
CD47
DZIP3
ABHD10
BOC
SPICE1
GRAMD1C
KIAA1407
RP11-553L6.5
POPDC2
MAATS1
GTF2E1
FAM162A
WDR5B
RP11-299J3.8
HSPBAP1
SEC22A
ZNF148
KLF15
TXNRD3
CHCHD6
EFCC1
HMCES
RPL32P3
IFT122
TMCC1
NEK11
RYK
PPP2R3A
MSL2
DZIP1L
CEP70
NMNAT3
ACPL2
ATP1B3
TRPC1
AGTR1
HLTF
TM4SF18
COMMD2
RNF13
PFN2
RP11-103G8.2
SUCNR1
C3orf33
TIPARP
CCNL1
PTX3
RSRC1
B3GALNT1
SERPINI1
PLD1
TNFSF10
TBL1XR1
ZMAT3
ZNF639
TTC14
KLHL24
ABCC5
EIF4G1
ETV5
EIF4A2
RTP4
LEPREL1
IL1RAP
ATP13A3
LINC00969
SDHAP1
UBXN7
NRROS
CEP19
PIGX
AC024560.3
LRCH3
IQCG
LMLN
ABCA11P
ZNF721
TMEM175
RNF212
CTBP1
NELFA
HAUS3
MXD4
ADD1
RGS12
TMEM128
ZBTB49
STX18
STK32B
EVC
CRMP1
RP11-539L10.3
MRFAP1L1
GRPEL1
RP11-74M11.2
RAB28
NKX3-2
CC2D2A
FAM200B
BST1
PACRGL
SEPSECS
ZCCHC4
SMIM20
TBC1D19
STIM2
RP11-617D20.1
FAM114A1
RFC1
UGDH
SLC30A9
GNPDA2
NFXL1
OCIAD2
LNX1
TMEM165
EXOC1
AASDH
CENPC
UBA6-AS1
RUFY3
COX18
CXCL1
CXCL2
THAP6
PAQR3
THAP9
LIN54
HELQ
FAM175A
MAPK10
HERC6
HERC5
HPGDS
ADH1C
LAMTOR3
DDIT4L
AP001816.1
PPA2
CYP2U1
CASP6
PLA2G12A
METTL14
C4orf3
PRDM5
EXOSC9
NUDT6
SPATA5
INTU
MFSD8
C4orf29
RP11-420A23.1
MGARP
NDUFC1
MAML3
SCOC
GAB1
HHIP-AS1
ANAPC10
SMAD1
MMAA
ZNF827
NR3C2
DCLK2
SH3D19
ARFIP1
TRIM2
TLR2
GUCY1B3
CTSO
C4orf46
DDX60
CBR4
NEK1
HAND2
HAND2-AS1
FBXO8
CEP44
AGA
CDKN2AIP
TRAPPC11
IRF2
PRIMPOL
UFSP2
TLR3
CYP4V2
FAT1
CEP72
BRD9
ADAMTS16
LINC01018
NSUN2
SRD5A1
SNHG18
CCT5
CMBL
FBXL7
DROSHA
AMACR
C1QTNF3
SKP2
C5orf42
OSMR
CTD-2078B5.2
TTC33
CCDC152
ANXA2R
ISL1
MOCS2
NDUFS4
ARL15
MAP3K1
PDE4D
ERCC8
SMIM15
CWC27
TRIM23
CENPH
CCDC125
RAD17
ANKRA2
ARHGEF28
POLK
POC5
AGGF1
WDR41
CTD-2037K23.2
DMGDH
HOMER1
PAPD4
MTX3
THBS4
CKMT2-AS1
ZCCHC9
SSBP2
ATP6AP1L
RASA1
TMEM161B
MEF2C
MBLAC2
NR2F1-AS1
FAM172A
ANKRD32
TTC37
GLRX
ELL2
CHD1
GIN1
NUDT12
FBXL17
FER
APC
MCC
CCDC112
COMMD10
DTWD2
CEP120
CTC-228N24.3
LYRM7
AC034220.3
KIF3A
C5orf15
PHF15
SMAD5
BRD8
CDC23
REEP2
ETF1
HSPA9
NRG2
IGIP
SRA1
HARS2
PCDHB14
HDAC3
FCHSD1
KIAA0141
NDFIP1
NR3C1
DPYSL3
PCYOX1L
ARHGEF37
SAP30L
FAXDC2
SGCD
MED7
EBF1
RP11-175K6.1
PWWP2A
C5orf54
SLU7
CCNG1
NUDCD2
MAT2B
UBTD2
CREBRF
SIMC1
ARL10
NOP16
HIGD2A
ZNF346
HNRNPAB
PHYKPL
CLK4
ZFP2
ZNF879
ZNF354C
RUFY1
CTC-241N9.1
MAPK9
LINC00847
ZFP62
SERPINB6
LINC01011
FAM50B
ECI2
PPP1R3G
FARS2
SNRNP48
BLOC1S5
SLC35B3
PAK1IP1
TMEM14C
TMEM14B
SIRT5
ATXN1
FAM8A1
MBOAT1
E2F3
CDKAL1
MRS2
ALDH5A1
GMNN
HFE
BTN3A2
BTN2A2
BTN3A1
BTN2A3P
BTN3A3
BTN2A1
HCG11
ZNF322
ZNF391
ZNF184
ZSCAN16-AS1
ZSCAN16
ZSCAN9
ZKSCAN4
RP5-874C20.3
PGBD1
ZSCAN31
ZKSCAN3
ZSCAN12
GABBR1
HLA-F-AS1
PRR3
C6orf136
PPP1R18
NRM
MDC1
IER3
CCHCR1
XXbac-BPG181B23.7
HCP5
MICA
ATP6V1G2
NFKBIL1
GPANK1
DDAH2
MSH5
SAPCD1
EHMT2
TNXB
PPT2
EGFL8
PBX2
PSMB9
COL11A2
RXRB
VPS52
ZBTB22
CUTA
LEMD2
HMGA1
C6orf1
ZNF76
PPARD
FKBP5
CDKN1A
PIM1
CMTR1
BTBD9
SAYSD1
OARD1
FRS3
PRICKLE4
BYSL
TAF8
TRERF1
PRPH2
GLTSCR1L
PPP2R5D
CUL7
KLC4
CUL9
DNPH1
ZNF318
ABCC10
TJAP1
POLR1C
AARS2
CLIC5
SLC25A27
EFHC1
TRAM2-AS1
TMEM14A
GSTA4
ICK
ELOVL5
PRIM2
PHF3
C6orf57
MTO1
HMGN3
LCA5
DOPEY1
KIAA1009
NT5E
SMIM8
SLC35A1
ORC3
CNR1
PNRC1
ANKRD6
CASP8AP2
FBXL4
PNISR
ATG5
SOBP
CEP57L1
AMD1
TRAF3IP2-AS1
FAM229B
LAMA4
KPNA5
FAM162B
GOPC
CEP85L
MCM9
HSF2
TPD52L1
HINT3
TRMT11
RNF146
ARHGAP18
EPB41L2
AKAP7
MED23
STX7
PEX7
NHSL1
CCDC28A
REPS1
AIG1
ADAT2
SHPRH
RAB32
UST
LATS1
NUP43
LRP11
RMND1
C6orf211
ESR1
SCAF8
TFB1M
ARID1B
TMEM242
SERAC1
GTF2H5
RSPH3
SOD2
WTAP
TCP1
CAHM
FGFR1OP
KIF25
DACT2
SMOC2
THBS2
WDR27
ERMARD
FAM20C
PRKAR1B
SUN1
GPER1
BRAT1
FSCN1
PMS2
EIF2AK1
CYTH3
FAM220A
RPA3
RPA3-AS1
GLCCI1
TMEM106B
SCIN
ETV1
MEOX2
ANKMY2
HDAC9
TWISTNB
IL6
KLHL7
GPNMB
CYCS
C7orf31
HOXA2
HOXA3
HOXA4
HOXA5
HIBADH
JAZF1
SCRN1
RP9P
FKBP9
BBS9
HERPUD2
RP11-379H18.1
EEPD1
SFRP4
YAE1D1
RALA
GLI3
COA1
POLM
NUDCD3
TMED4
H2AFV
SEPT7P2
FIGNL1
GBAS
ZNF680
ZNF138
ZNF273
LINC00174
NSUN5P2
VPS37D
ABHD11
NSUN5P1
POR
ZP3
GSAP
RSBN1L
TMEM60
SEMA3C
SEMA3D
DMTF1
TP53TG1
CROT
SLC25A40
GTPBP10
MTERF
KRIT1
GATAD1
PEX1
RBM48
CDK6
CCDC132
TFPI2
GNG11
BET1
SGCE
PEG10
PON3
ZNF789
FAM200A
TRIM4
ZSCAN21
MCM7
AP4M1
CNPY4
LAMTOR4
GAL3ST4
NYAP1
AGFG2
MOSPD3
GIGYF1
MUC3A
RABL5
PRKRIP1
FAM185A
NAPEPLD
DNAJC2
ORC5
SRPK2
ATXN7L1
NAMPT
CCDC71L
DUS4L
PNPLA8
THAP5
IMMP2L
C7orf60
LINC00998
CAV2
ST7
CPED1
NDUFA5
POT1
SMO
AHCYL2
COPG2
PODXL
EXOC4
BPGM
CNOT4
PTN
ZC3HAV1L
TTC26
PARP12
AGK
KIAA1147
GSTK1
CASP2
ZNF282
ZNF212
RP4-800G7.2
ZNF767
KRBA1
ZNF862
ATP6V0E2-AS1
RARRES2
ZNF775
GIMAP2
GIMAP1
AGAP3
GALNT11
PAXIP1-AS2
PTPRN2
ZNF596
FBXO25
CTD-2336O2.1
ARHGEF10
FAM86B3P
MFHAS1
TNKS
CNOT7
PDGFRL
PSD3
SH2D4A
CSGALNACT1
XPO7
SLC39A14
SORBS3
RP11-875O11.1
TNFRSF10D
GNRH1
DPYSL2
CCDC25
INTS9
FUT10
MAK16
BRF2
DDHD2
WHSC1L1
PLEKHA2
AP3M2
IKBKB
POLB
SMIM19
RNF170
FNTA
PCMTD1
TMEM68
FAM110B
ARMC1
RRS1
C8orf44
TERF1
RDH10
STAU2
TCEB1
TMEM70
ZFHX4
PEX2
ZC2HC1A
HEY1
ZBTB10
ZNF704
LRRCC1
E2F5
CPNE3
RP11-37B2.1
OSGIN2
NBN
GS1-251I9.4
RUNX1T1
FAM92A1
RBM12B
TMEM67
DPY19L4
NDUFAF6
C8orf37
GDF6
UQCRB
CPQ
MATN2
NIPAL2
ANKRD46
ZNF706
KLF10
BAALC
DCAF13
OXR1
RAD21
MED30
DSCC1
DEPTOR
MTBP
TRIB1
FAM84B
MYC
LRRC6
SLA
PTK2
TSNARE1
LY6E
ZNF623
ZNF707
MAPK15
NRBP2
PARP10
SHARPIN
VPS28
CYHR1
ZNF34
ZNF517
ZNF7
ZNF250
ZNF16
SMARCA2
VLDLR
PLGRKT
KIAA1432
ERMP1
KIAA2026
UHRF2
PTPRD
LURAP1L
MPDZ
NFIB
FREM1
SNAPC3
BNC2
CNTLN
ADAMTSL1
MLLT3
KLHL9
MTAP
IFT74
DDX58
TOPORS-AS1
CHMP5
NUDT2
GALT
FANCG
RUSC2
NPR2
SPAG8
RECK
RNF38
ZCCHC7
TRMT10B
PGM5-AS1
FAM122A
TMEM2
ALDH1A1
CEP78
FRMD3
IDNK
GAS1
CTSL
CDK20
SPIN1
NFIL3
CENPP
ASPN
ECM2
IPPK
ZNF510
ZNF782
HIATL2
TDRD7
XPA
GALNT12
NR4A3
INVS
MSANTD3
TMEM246
RNF20
NIPSNAP3B
FSD1L
FKTN
ZNF462
IKBKAP
UGCG
ZNF883
ALAD
ZNF618
TRIM32
PHF19
RBM18
ZBTB6
ZBTB26
RABGAP1
ARPC5L
GOLGA1
SCAI
RABEPK
RALGPS1
ANGPTL2
GARNL3
LRSAM1
FAM102A
SLC25A25
CIZ1
DNM1
GOLGA2
SWI5
COQ4
GLE1
SPTAN1
WDR34
ZER1
TBC1D13
SH3GLB2
USP20
ABL1
TTF1
C9orf9
TSC1
GTF3C5
RALGDS
MED22
SURF4
ADAMTS13
LINC00094
BRD3
PPP1R26
UBAC1
PHPT1
CLIC3
TPRN
TMEM203
RNF208
TUBB4B
NELFB
EXD3
NOXA1
DPH7
C9orf37
GTPBP4
CAMK1D
OPTN
SEPHS1
BEND7
FAM107B
DCLRE1C
PTER
TRDMT1
NSUN6
NEBL
CASC10
MLLT10
COMMD3
MSRB2
ARHGAP21
THNSL1
ABI1
ANKRD26
ZNF438
ARHGAP12
EPC1
ZNF248
ZNF25
HNRNPF
ZNF32
ARHGAP22
ERCC6
PGBD3
PARG
SGMS1
BICC1
FAM13C
RHOBTB1
RUFY2
DDX21
C10orf35
TYSND1
LRRC20
CDH23
ANAPC16
MICU1
MCU
NUDT13
FAM149B1
RP11-152N13.5
PPP3CB
RP11-137L10.6
AGAP5
PLAU
ADK
KAT6B
ZNF503
ZNF503-AS2
C10orf11
PPIF
PLAC9
CCSER2
BMPR1A
ADIRF
LINC00863
RNLS
STAMBPL1
FAS
IFIT2
IFIT3
IFIT1
IFIT5
RPP30
HECTD2
CPEB3
FRA10AC1
TBC1D12
BLNK
RRP12
MMS19
MORN4
R3HCC1L
PYROXD2
HPS1
COX15
SEC31B
FAM178A
MRPL43
SEMA4G
DPCD
POLL
FBXW4
MGEA5
PPRC1
NOLC1
SUFU
CNNM2
TAF5
CALHM2
ADD3
ZDHHC6
RP11-57H14.4
NHLRC2
C10orf118
AFAP1L2
TRUB1
RAB11FIP2
FAM204A
EIF3A
FAM45A
BAG3
INPP5F
NSMCE4A
PLEKHA1
HTRA1
C10orf88
IKZF5
BUB3
CPXM2
BCCIP
MGMT
EBF3
LRRC27
ZNF511
PAOX
SIRT3
RP11-496I9.1
RASSF7
TMEM80
AP006621.5
PIDD
SNORA52
TSPAN4
TOLLIP-AS1
LSP1
MRPL23
IGF2
NUP98
PGAP2
TRIM68
TRIM6
FAM160A2
PRKCDBP
PPFIBP2
TUB
ST5
AKIP1
SBF2-AS1
ZBED5
ZBED5-AS1
CYP2R1
SERGEF
LDHA
FANCF
FIBIN
CCDC34
METTL15
ARL14EP
IMMP1L
FBXO3
PAMR1
FJX1
PRR5L
TRAF6
C11orf74
ALKBH3
C11orf96
ACCS
PRDM11
ATG13
C11orf49
DDB2
MADD
SLC43A1
AP001258.4
FAM111A
MRPL16
TMEM138
DAGLA
FADS3
RAB3IL1
LRRN4CL
ZBTB3
C11orf95
NAA40
MACROD1
DNAJC4
PLCB3
BAD
NRXN2
MAP4K2
MEN1
SNX15
NAALADL1
CAPN1
POLA2
DPF2
KCNK7
AP5B1
FOSL1
C11orf68
B3GNT1
CTSF
CCS
C11orf80
SSH3
CLCF1
RAD9A
TMEM134
AIP
NDUFV1
FAM86C2P
SUV420H1
RP11-554A11.6
ORAOV1
ANO1
NUMA1
LRTOMT
RELT
PLEKHB1
MRPL48
PAAF1
KCNE3
GDPD5
MAP6
WNT11
C11orf30
PAK1
CLNS1A
RSF1
AAMDC
INTS4
RAB30
CCDC90B
TMEM126B
CREBZF
ME3
RAB38
NAALAD2
KIAA1731
C11orf54
PANX1
FUT4
CWC15
FAM76B
CEP57
JRKL
TMEM133
KIAA1377
RP11-693N9.2
CASP4
KBTBD3
CWF19L2
ALKBH8
NPAT
C11orf1
HSPB2
C11orf52
IL18
TTC12
USP28
NNMT
CADM1
ZNF259
CEP164
FXYD6
KMT2A
TMEM25
IFT46
CCDC84
VPS11
C2CD2L
HINFP
CCDC153
THY1
OAF
TMEM136
TBCEL
UBASH3B
VWA5A
ROBO3
TMEM218
FEZ1
CDON
TIRAP
NFRKB
ZBTB44
NTM
ABC7-42389800N19.1
RAD52
DCP1B
ITFG2
PARP11
RP11-264F23.3
CCND2
CD27-AS1
GAPDH
IFFO1
NOP2
LPAR5
ING4
LRRC23
LPCAT3
PHC1
RP11-705C15.2
CLEC2D
KLRK1
PRR4
TAS2R20
LRP6
LOH12CR2
LOH12CR1
CREBL2
CDKN1B
HEBP1
EMP1
ATF7IP
PLEKHA5
CMAS
C2CD5
LYRM5
BHLHE41
MED21
PPFIBP1
CAPRIN2
METTL20
KIAA1551
ZCRB1
PRICKLE1
TMEM117
PLEKHA8P1
PCED1B
RP1-197B17.3
RAPGEF3
SLC48A1
TMEM106C
SENP1
PFKM
ASB8
ZNF641
TUBA1C
PRPH
SPATS2
MCRS1
PRPF40B
FMNL3
FAIM2
ASIC1
LIMA1
LARP4
LETMD1
POU6F1
ACVR1B
TENC1
RARG
C12orf10
AAAS
MAP3K12
NPFF
RP11-834C11.7
RP11-834C11.4
SMUG1
CBX5
MMP19
IKZF4
ZC3H10
SMARCC2
PRIM1
TMEM194A
R3HDM2
DDIT3
MBD6
PIP4K2C
DTX3
ARHGEF25
METTL21B
LRIG3
PPM1H
DYRK2
MDM1
FRS2
CCT2
ATXN7L3B
ZDHHC17
NAV3
METTL25
RASSF9
CEP290
RP11-734K2.4
LUM
DCN
TMCC3
NR2C1
NEDD1
TMPO
GOLGA2B
ACTR6
ARL1
CCDC53
KIAA1033
CMKLR1
ISCU
USP30
C12orf76
IFT81
ATP2A2
TCTN1
HVCN1
PPP1CC
ATXN2
ACAD10
TMEM116
FBXW8
RFC5
VSIG10
SUDS3
SIRT4
DYNLL1-AS1
SPPL3
RNF34
KDM2B
TMEM120B
AC084018.1
BCL7A
ABCB9
OGFOD2
ARL6IP4
C12orf65
SNRNP35
EIF2B1
TCTN2
RAN
ULK1
PUS1
ZNF891
ZNF268
RP11-523H24.3
ZMYM5
IFT88
N6AMT2
FGF9
LNX2
PAN3
UBL3
KATNAL1
HMGB1
NBEA
RFXAP
SUPT20H
COG6
KBTBD6
KBTBD7
MTRF1
AKAP11
ENOX1
